base_name,frame_number,set_type,results_dir
acr-10 (ok3064)X on food R_2010_02_23__12_13_02___1___10,16121,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-10(ok3064)X@RB2262/food_OP50/XX/30m_wait/anticlockwise
acr-10 (ok3064)X on food R_2010_02_24__11_43_04___1___8,5073,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-10(ok3064)X@RB2262/food_OP50/XX/30m_wait/anticlockwise
acr-10 (ok3064)X on food R_2010_02_24__11_43_04___1___8,5074,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-10(ok3064)X@RB2262/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food L_2010_02_19__12_22_05___2___10,10357,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_22_05___2___10,11974,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_22_05___2___10,16633,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,8663,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,11181,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,11317,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,11874,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,12175,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,12467,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_19__12_23_48___7___10,12469,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_44___3___5,14398,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_44___3___5,16236,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_44___3___5,16238,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_46_05___8___5,4967,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_46_05___8___5,4968,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_46_05___8___5,19024,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food L_2010_02_24__10_46_05___8___5,19025,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/clockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,15114,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,15302,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,15453,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,15553,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,15613,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,16121,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,16413,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,16414,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_19__12_22___3___10,17149,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_04___2___12,3254,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_04___2___12,3255,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_04___2___12,11025,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,9590,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,10071,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,10073,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,10399,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,10779,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,11442,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_05___6___12,11739,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,10030,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,10030,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,11334,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,11336,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,12558,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,12560,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,13284,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,14390,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,14392,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,17547,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53_37___4___12,17548,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53___3___13,7480,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53___3___13,7482,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53___3___13,7544,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53___3___13,15170,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_23__12_53___3___13,15171,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_24__10_44_35___2___5,4965,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345) on food R_2010_02_24__10_44_35___2___5,4967,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_19__12_21_15___1___10,8136,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_19__12_21_15___1___10,8241,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_19__12_21_15___1___10,9081,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_19__12_21_15___1___10,9082,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,5426,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,5542,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,5642,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,5720,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,5921,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,6252,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,6482,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,6483,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-11 (ok1345)I on food R_2010_02_23__12_52_14___1___12,6579,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-11(ok1345)I@RB1263/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food L_2010_02_19__11_05_04___7___6,10792,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_00___2___15,16088,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_00___2___15,16089,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_00___2___15,16507,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_00___2___15,19400,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_02___6___15,6020,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_02___6___15,6021,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_34___4___15,520,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_23__15_03_34___4___15,1810,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_43_12___6___2,3119,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_43_12___6___2,5607,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,4008,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,4010,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,5504,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,5507,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,16119,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,16120,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,18962,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_32___8___2,19304,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food L_2010_02_24__09_44_52___7___2,11761,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155) on food R_2010_02_19__11_03_56___4___6,12511,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_19__11_03_56___4___6,12512,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_19__11_03___3___6,4850,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_19__11_03___3___6,4852,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_23__15_03___3___16,1613,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_23__15_03___3___16,1907,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_23__15_03___3___16,1908,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_23__15_05_09__14,16369,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,6392,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,6395,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,11507,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,11508,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,13223,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_09___2___2,13225,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,15212,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,15213,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,17926,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,17927,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,21295,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43_42___4___2,21297,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43___3___2,11752,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155) on food R_2010_02_24__09_43___3___2,11753,test,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-14 (ok1155)II on food L_2010_02_23__15_02_12___1___15,19351,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/clockwise
acr-14 (ok1155)II on food R_2010_02_24__09_42_20___1___2,14170,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-14(ok1155)II@RB1132/food_OP50/XX/30m_wait/anticlockwise
acr-15 (ok1214) on food L_2011_06_14__10_52_51___7___1,24518,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__10_52_51___7___1,24519,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__10_52_51___7___1,26178,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__10_52_51___7___1,26180,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__10_52_51___7___1,26182,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__11_49___3___4,565,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__11_49___3___4,566,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__11_49___3___4,567,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_08_45___2___5,24904,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_08_45___2___5,24906,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,1925,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,4143,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,4145,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,4663,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,4665,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_14__12_34_03___8___6,6017,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_28__12_01_11___6___,156,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_30__11_18_18___2___5,17315,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_30__11_18_18___2___5,17316,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_30__11_18_18___2___5,17939,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_30__11_18_18___2___5,21348,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
acr-15 (ok1214) on food L_2011_06_30__13_18_52___1___9,17380,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-15(ok1214)V@RB1172/food_OP50/XX/30m_wait/clockwise
